age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,1,2,2,1,0,0,2,131,3,0,0,1,1.4,94.465,-41.8,4.866,5228.1,no
43,2,1,2,1,2,1,2,305,2,0,0,1,1.1,93.994,-36.4,4.855,5191,no
44,1,1,2,0,1,1,2,124,2,0,0,1,1.4,94.465,-41.8,4.866,5228.1,no
45,1,1,2,0,1,1,1,124,3,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
41,1,1,0,0,1,1,1,203,1,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
64,0,1,0,1,2,2,1,219,1,0,0,1,-2.9,92.201,-31.4,0.873,5076.2,no
30,1,1,3,1,2,1,2,150,10,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
31,1,1,4,1,1,1,1,3643,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,yes
27,1,2,2,0,1,1,1,1105,2,0,0,1,1.4,93.918,-42.7,4.96,5228.1,yes
38,1,1,4,1,2,2,1,11,3,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
37,1,2,3,1,1,2,1,553,1,0,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
50,1,1,2,0,0,0,2,90,1,0,0,1,1.4,93.918,-42.7,4.966,5228.1,no
60,1,3,4,0,2,1,2,202,6,0,0,1,1.1,93.994,-36.4,4.858,5191,no
50,1,3,4,1,1,1,1,73,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
34,1,2,2,1,1,1,1,127,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
45,1,1,2,1,1,2,1,268,2,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
39,1,2,4,0,2,1,1,199,1,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
36,1,1,2,0,1,1,2,166,1,0,0,1,1.1,93.994,-36.4,4.855,5191,no
34,1,1,2,1,2,1,1,838,3,0,0,1,1.4,93.918,-42.7,4.961,5228.1,yes
31,1,3,2,1,2,1,1,829,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,yes
27,2,2,3,1,2,1,2,104,1,0,0,1,1.1,93.994,-36.4,4.858,5191,no
35,1,1,2,1,2,1,2,312,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
50,1,1,3,1,1,1,1,146,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
53,1,1,3,1,2,1,1,313,2,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
27,1,1,2,1,2,1,1,88,2,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
57,1,1,3,1,1,1,1,388,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
37,1,1,2,1,0,0,1,136,5,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
59,1,1,2,0,1,1,2,24,16,0,0,1,1.1,93.994,-36.4,4.86,5191,no
49,1,1,4,1,1,1,2,565,1,0,0,1,1.1,93.994,-36.4,4.86,5191,no
32,1,1,2,1,1,2,1,256,2,0,0,1,-0.1,93.2,-42,4.191,5195.8,no
34,2,1,2,1,2,1,1,218,4,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
25,1,2,3,1,1,1,2,199,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
45,1,1,2,0,2,2,2,207,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
34,1,1,2,0,1,1,2,651,1,0,0,1,1.4,94.465,-41.8,4.967,5228.1,no
29,1,2,3,1,1,1,2,247,2,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,no
53,1,1,0,0,2,1,1,386,2,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
29,1,2,4,0,2,1,1,239,1,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
39,1,1,2,1,1,1,1,183,1,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
40,1,3,2,1,2,1,1,164,1,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
27,1,2,3,1,2,1,1,104,1,6,1,3,-1.8,93.369,-34.8,0.652,5008.7,yes
55,2,1,2,1,2,1,1,156,1,0,0,1,-3.4,92.431,-26.9,0.728,5017.5,no
32,1,1,2,1,1,1,1,55,1,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
54,1,1,4,1,2,1,1,103,4,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
39,2,1,3,0,2,1,1,74,1,0,1,2,-0.1,93.2,-42,4.191,5195.8,no
43,1,3,4,1,1,1,2,644,1,0,0,1,1.1,93.994,-36.4,4.86,5191,no
41,1,3,2,1,2,1,2,122,1,0,0,1,1.4,94.465,-41.8,4.962,5228.1,no
26,1,1,2,1,1,2,1,112,1,0,1,2,-3.4,92.649,-30.1,0.719,5017.5,no
52,1,1,4,1,2,2,1,203,3,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
44,1,1,3,1,1,1,1,96,2,4,1,3,-2.9,92.201,-31.4,0.879,5076.2,no
38,1,1,2,0,1,1,1,145,3,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
42,1,1,3,1,0,0,1,122,1,0,1,2,-2.9,92.963,-40.8,1.099,5076.2,no
44,1,1,3,1,1,1,1,135,2,0,0,1,-0.1,93.2,-42,4.021,5195.8,no
27,1,2,2,1,2,1,2,195,4,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
28,1,1,3,1,1,1,2,771,2,0,0,1,1.4,94.465,-41.8,4.962,5228.1,yes
47,1,1,3,1,2,1,1,232,2,0,0,1,-2.9,92.201,-31.4,0.843,5076.2,yes
34,1,1,2,1,2,1,1,206,6,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
55,1,3,2,0,2,2,1,163,1,0,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
34,1,1,2,1,2,1,2,513,1,0,0,1,1.1,93.994,-36.4,4.858,5191,no
25,1,2,3,1,1,1,2,103,3,0,0,1,-2.9,92.201,-31.4,0.838,5076.2,no
31,1,2,4,1,2,1,1,150,1,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
35,1,1,2,0,2,1,1,393,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
50,1,1,3,1,1,1,1,718,4,0,3,2,-1.1,94.199,-37.5,0.878,4963.6,no
22,1,2,2,1,1,1,1,106,1,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
48,0,1,2,0,1,1,2,375,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
35,1,1,2,0,1,1,2,36,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
34,1,1,4,1,2,1,1,107,2,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
50,1,1,2,1,2,2,2,234,3,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
25,2,2,2,1,2,1,1,112,1,0,1,2,-2.9,92.469,-33.6,1.044,5076.2,no
51,1,3,3,1,2,1,2,231,1,0,1,2,-1.8,92.893,-46.2,1.299,5099.1,no
32,2,2,2,0,2,1,2,107,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
59,1,1,3,1,2,1,1,646,3,6,1,3,-3,92.713,-33,0.7,5023.5,no
37,1,1,2,0,1,1,1,138,1,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
40,1,1,2,1,1,1,1,181,1,0,1,2,-0.1,93.2,-42,4.153,5195.8,no
26,1,2,4,1,2,1,2,605,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
32,1,1,2,1,1,1,1,84,1,0,0,1,-1.8,92.893,-46.2,1.327,5099.1,no
33,1,2,3,1,2,2,1,1176,1,0,0,1,-1.8,93.075,-47.1,1.498,5099.1,yes
35,1,1,2,0,1,1,2,140,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
32,2,2,3,1,2,1,2,209,12,0,0,1,1.4,94.465,-41.8,4.962,5228.1,no
35,1,1,2,0,1,1,1,356,3,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
31,1,2,3,1,2,1,1,984,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,yes
38,1,1,2,1,1,1,2,693,3,0,0,1,1.4,94.465,-41.8,4.959,5228.1,yes
30,2,2,2,1,1,1,1,592,3,0,1,2,-1.7,94.027,-38.3,0.899,4991.6,yes
32,1,1,2,1,2,1,2,628,2,0,0,1,-1.8,92.893,-46.2,1.27,5099.1,yes
44,1,1,2,1,1,1,1,556,3,0,0,1,-1.8,92.893,-46.2,1.327,5099.1,no
35,1,2,3,1,2,1,1,673,8,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
48,1,1,2,0,1,1,2,454,4,0,0,1,1.4,94.465,-41.8,4.958,5228.1,no
52,3,1,3,0,1,1,1,172,1,0,1,2,-0.1,93.2,-42,4.12,5195.8,no
41,1,1,2,1,2,2,1,198,1,0,0,1,-1.8,92.893,-46.2,1.313,5099.1,no
65,1,1,2,1,1,1,1,89,2,0,0,1,-2.9,92.963,-40.8,1.266,5076.2,no
43,1,3,2,1,1,1,1,122,2,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
40,1,1,4,1,1,2,1,80,1,0,1,2,-0.1,93.2,-42,4.191,5195.8,no
30,1,1,3,1,1,1,1,70,1,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
66,3,3,2,1,1,1,1,211,1,0,1,2,-1.7,94.215,-40.3,0.896,4991.6,no
44,1,2,2,1,1,1,2,20,1,0,0,1,-1.7,94.055,-39.8,0.72,4991.6,no
35,1,1,2,1,2,2,2,172,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
57,1,1,3,0,1,1,1,338,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
26,1,2,2,1,1,1,2,83,2,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
39,2,1,3,1,2,1,2,72,1,0,0,1,1.4,94.465,-41.8,4.958,5228.1,no
45,1,1,2,1,0,0,2,173,10,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
35,1,2,4,1,2,1,1,192,2,0,1,2,-3.4,92.649,-30.1,0.714,5017.5,yes
42,1,1,3,1,1,1,1,90,4,0,1,2,-0.1,93.2,-42,4.191,5195.8,no
36,1,2,3,1,1,1,1,146,1,0,1,2,-3.4,92.431,-26.9,0.742,5017.5,no
46,1,2,3,1,1,2,1,195,1,0,0,1,-1.8,92.893,-46.2,1.264,5099.1,no
35,1,1,3,1,2,1,1,192,3,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
24,1,2,2,1,2,1,1,145,4,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
50,1,1,3,1,2,1,1,204,5,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
36,1,2,3,1,1,1,1,67,6,0,0,1,1.4,93.918,-42.7,4.968,5228.1,no
39,1,2,4,1,1,1,2,206,1,0,0,1,1.4,93.918,-42.7,4.966,5228.1,no
57,1,1,2,0,2,1,1,769,3,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
42,1,1,2,1,1,1,2,110,4,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
31,1,2,3,1,1,1,1,35,3,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
41,1,2,0,1,2,2,2,1111,3,0,0,1,1.1,93.994,-36.4,4.857,5191,yes
25,1,1,2,1,1,1,1,114,2,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
58,1,1,2,1,2,1,2,48,6,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
33,1,1,3,1,1,1,2,367,5,0,0,1,1.1,93.994,-36.4,4.857,5191,no
42,1,2,0,1,1,1,2,162,4,0,0,1,1.1,93.994,-36.4,4.856,5191,no
41,1,1,3,0,1,1,2,213,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
49,1,3,2,1,1,1,1,55,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
44,1,1,2,0,2,1,2,33,4,0,0,1,1.1,93.994,-36.4,4.857,5191,no
52,1,1,3,1,1,1,2,119,1,0,0,1,1.4,94.465,-41.8,4.96,5228.1,no
26,1,1,2,1,1,1,1,45,2,0,2,2,-1.8,92.893,-46.2,1.334,5099.1,no
43,1,1,2,0,1,1,1,431,2,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,no
43,1,1,3,1,2,1,1,134,4,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
26,1,1,2,1,2,1,1,149,2,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
34,1,1,2,1,2,1,1,162,1,0,1,2,-1.8,92.893,-46.2,1.344,5099.1,no
24,1,2,2,1,1,1,2,401,2,0,0,1,1.1,93.994,-36.4,4.858,5191,no
33,1,2,3,1,1,1,2,92,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
38,1,2,0,1,1,1,1,843,8,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
31,1,1,2,0,1,1,2,363,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
32,1,3,3,1,2,1,1,668,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
25,1,2,0,1,1,1,1,131,2,0,1,2,-1.8,93.749,-34.6,0.643,5008.7,no
26,1,2,3,1,1,1,2,342,5,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
56,3,1,2,1,1,1,2,88,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
38,1,1,2,1,1,1,2,21,9,0,0,1,1.1,93.994,-36.4,4.855,5191,no
37,1,1,2,1,2,1,2,136,1,0,0,1,-3.4,92.649,-30.1,0.716,5017.5,no
22,1,2,2,1,2,2,1,848,1,0,0,1,1.4,93.918,-42.7,4.96,5228.1,yes
50,1,1,2,1,1,1,2,128,6,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
34,1,1,2,1,1,1,2,606,1,0,0,1,1.1,93.994,-36.4,4.859,5191,no
35,1,2,3,1,2,1,1,271,2,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
48,1,3,2,1,0,0,1,67,7,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
25,1,1,2,1,1,1,1,95,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
39,1,2,2,1,1,1,1,93,1,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
52,1,1,4,1,2,2,1,211,1,0,1,2,-3.4,92.379,-29.8,0.797,5017.5,yes
48,1,1,3,1,1,1,1,239,1,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
44,1,2,2,0,2,1,1,225,3,0,2,2,-1.8,93.075,-47.1,1.405,5099.1,no
30,1,2,4,1,2,1,1,178,2,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
32,1,1,2,1,1,1,2,206,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
52,2,1,3,1,1,1,1,115,1,0,1,2,-0.1,93.2,-42,4.021,5195.8,no
44,1,2,4,1,1,1,1,123,2,0,0,1,-3.4,92.431,-26.9,0.742,5017.5,no
29,1,2,3,1,2,2,1,254,3,3,1,3,-2.9,92.201,-31.4,0.873,5076.2,yes
41,1,1,3,1,1,1,1,85,5,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
26,1,1,2,1,2,1,2,305,2,0,0,1,1.1,93.994,-36.4,4.855,5191,no
32,1,2,3,1,2,1,1,233,1,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
31,1,2,3,1,2,1,1,191,2,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
29,1,2,2,0,2,1,2,198,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
58,1,1,2,0,2,1,2,148,3,0,0,1,1.1,93.994,-36.4,4.86,5191,no
56,1,1,2,0,0,0,2,272,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
23,1,2,4,1,2,1,1,136,3,0,1,2,-1.8,92.893,-46.2,1.25,5099.1,no
50,1,1,4,1,2,1,2,855,2,0,0,1,1.1,93.994,-36.4,4.864,5191,yes
29,1,1,3,1,2,1,1,565,1,0,0,1,-1.8,92.893,-46.2,1.244,5099.1,yes
31,1,2,3,1,2,2,1,140,3,0,0,1,1.4,93.444,-36.1,4.962,5228.1,no
48,1,1,2,1,1,1,1,248,1,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
27,1,2,0,1,0,0,1,81,4,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
24,1,3,4,1,1,1,1,332,1,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
35,1,1,2,1,1,1,2,208,3,0,0,1,1.1,93.994,-36.4,4.858,5191,no
42,1,1,3,0,1,1,2,228,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
37,1,1,2,1,1,1,1,14,3,0,0,1,-1.8,92.893,-46.2,1.244,5099.1,no
33,1,1,3,1,2,1,1,118,3,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
58,1,1,3,1,1,1,1,164,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
54,3,1,2,1,2,1,1,148,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
54,1,1,4,1,2,1,1,149,2,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
39,1,2,4,1,1,1,1,71,1,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
48,1,1,2,0,1,1,2,517,3,0,0,1,1.1,93.994,-36.4,4.86,5191,no
34,1,3,2,1,1,1,1,204,5,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
28,1,2,2,0,1,1,1,77,3,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
30,1,2,2,1,1,1,1,72,1,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
59,3,1,4,1,2,1,2,77,8,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
29,1,2,2,0,2,1,1,139,2,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
25,1,1,2,1,1,1,2,498,1,0,0,1,1.1,93.994,-36.4,4.855,5191,no
47,1,3,2,1,2,1,1,159,1,0,1,2,-3.4,92.379,-29.8,0.755,5017.5,no
32,1,1,3,1,1,2,1,301,3,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
30,1,1,2,1,1,1,2,338,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
24,1,2,3,1,1,1,1,197,1,0,0,1,-3.4,92.431,-26.9,0.724,5017.5,no
58,1,1,2,1,1,1,1,145,1,0,2,2,-1.1,94.199,-37.5,0.882,4963.6,no
44,1,1,3,1,1,1,2,158,2,0,0,1,1.1,93.994,-36.4,4.859,5191,no
36,1,1,3,1,2,2,1,28,2,0,0,1,-3.4,92.379,-29.8,0.819,5017.5,no
33,1,3,2,1,2,1,2,355,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
31,1,2,2,1,1,1,1,42,6,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
38,1,2,3,0,2,1,2,992,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,yes
35,1,1,3,1,2,1,1,108,4,0,0,1,1.4,93.444,-36.1,4.962,5228.1,no
29,1,1,2,1,1,1,1,202,2,0,0,1,-1.8,92.893,-46.2,1.313,5099.1,no
58,1,1,3,1,2,1,1,260,1,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
43,1,1,2,1,2,1,2,269,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
55,1,1,2,0,0,0,1,169,5,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
53,1,1,3,0,2,1,2,186,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
38,1,1,2,1,2,1,1,215,3,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
36,1,2,4,1,1,1,1,54,4,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
56,3,1,4,1,1,1,1,139,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
32,1,1,3,1,1,1,2,99,2,0,0,1,1.1,93.994,-36.4,4.86,5191,no
48,1,1,2,1,2,1,2,67,2,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
31,1,1,3,1,1,1,2,57,4,0,0,1,-3.4,92.649,-30.1,0.714,5017.5,no
50,1,1,2,0,2,1,1,311,1,0,0,1,1.4,93.444,-36.1,4.97,5228.1,no
38,1,1,2,0,2,1,2,25,7,0,0,1,1.4,94.465,-41.8,4.865,5228.1,no
34,1,2,3,0,1,1,2,17,16,0,0,1,1.4,94.465,-41.8,4.866,5228.1,no
41,1,1,2,1,2,1,1,234,1,0,2,2,-1.8,92.893,-46.2,1.344,5099.1,no
51,1,1,3,1,2,1,1,386,1,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
26,1,2,2,1,1,1,2,619,2,0,0,1,1.1,93.994,-36.4,4.859,5191,yes
34,1,2,3,1,1,1,1,260,3,3,2,3,-3.4,92.379,-29.8,0.773,5017.5,yes
41,1,1,3,0,2,2,1,139,1,0,0,1,-1.8,93.075,-47.1,1.435,5099.1,no
41,1,1,4,1,0,0,1,318,1,4,3,3,-2.9,92.963,-40.8,1.262,5076.2,yes
26,1,1,2,1,2,1,2,71,1,0,0,1,1.4,94.465,-41.8,4.864,5228.1,no
32,1,1,2,0,2,1,1,459,1,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,yes
49,1,1,2,0,1,2,1,354,1,0,0,1,-1.8,92.893,-46.2,1.291,5099.1,no
39,1,1,2,1,1,1,1,225,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
38,1,1,2,1,0,0,2,144,4,0,0,1,1.4,94.465,-41.8,4.967,5228.1,no
52,3,3,4,1,1,1,1,867,2,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
57,1,1,3,1,1,2,1,1441,2,0,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
38,1,1,3,1,1,1,2,100,5,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
31,1,1,2,1,1,1,1,172,2,0,1,2,-1.8,92.893,-46.2,1.266,5099.1,no
57,1,1,2,0,1,1,1,42,3,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
42,1,1,4,0,0,0,1,665,1,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
32,1,1,2,1,2,1,1,154,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
31,1,1,2,1,2,1,2,97,2,0,0,1,1.1,93.994,-36.4,4.856,5191,no
32,1,1,2,1,2,1,1,356,1,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
40,1,1,0,1,2,1,2,170,1,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
58,1,1,2,0,2,1,2,570,2,0,0,1,1.4,94.465,-41.8,4.959,5228.1,yes
44,1,1,3,1,2,1,2,351,1,0,0,1,1.4,94.465,-41.8,4.958,5228.1,no
46,1,1,0,0,2,1,2,86,1,0,0,1,1.4,94.465,-41.8,4.967,5228.1,no
47,1,1,2,0,2,1,1,399,2,0,1,2,-1.8,93.075,-47.1,1.41,5099.1,no
44,1,1,2,1,2,2,1,218,1,0,0,1,-1.8,92.843,-50,1.757,5099.1,no
39,1,1,2,1,1,1,1,138,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
38,1,1,4,1,2,2,1,63,2,0,0,1,-1.8,92.843,-50,1.757,5099.1,yes
59,1,1,2,0,1,1,2,293,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
49,1,3,3,1,2,2,1,138,1,0,0,1,-2.9,92.201,-31.4,0.883,5076.2,no
51,1,1,3,1,1,1,2,295,3,0,0,1,-2.9,92.963,-40.8,1.215,5076.2,no
55,2,1,3,1,2,1,1,303,2,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
49,1,3,2,1,2,1,1,1171,1,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
44,1,1,2,0,2,1,1,222,1,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
29,1,2,2,1,2,2,1,146,1,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,no
49,1,1,0,1,1,1,2,286,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
49,1,1,4,1,1,1,2,77,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
45,1,3,2,0,1,1,1,270,3,0,0,1,-1.8,92.893,-46.2,1.327,5099.1,no
39,1,1,2,1,1,1,2,281,2,0,1,2,-0.1,93.2,-42,4.076,5195.8,no
35,1,1,2,0,1,1,2,91,2,0,0,1,1.1,93.994,-36.4,4.858,5191,no
55,1,2,0,0,1,1,2,542,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,yes
30,1,2,2,1,1,1,1,111,2,0,0,1,-1.8,92.893,-46.2,1.244,5099.1,no
26,1,2,3,0,2,1,1,124,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
37,1,2,4,1,2,1,1,347,1,0,1,2,-0.1,93.2,-42,4.021,5195.8,no
29,1,1,2,0,2,1,2,32,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
54,1,1,2,1,1,1,1,50,1,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
35,1,1,3,1,1,1,1,224,3,0,0,1,-2.9,92.201,-31.4,0.869,5076.2,no
41,1,2,4,1,2,1,1,175,2,0,1,2,-1.8,92.893,-46.2,1.291,5099.1,no
31,1,1,4,1,1,1,2,258,2,0,0,1,1.1,93.994,-36.4,4.855,5191,no
30,1,1,3,1,1,1,1,514,7,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
43,1,1,4,1,2,1,1,166,3,0,1,2,-0.1,93.2,-42,4.153,5195.8,no
31,1,1,4,1,1,1,2,70,8,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
33,1,2,3,1,2,1,2,166,3,6,2,3,-3.4,92.431,-26.9,0.74,5017.5,yes
30,1,3,3,1,1,2,2,164,4,0,0,1,1.1,93.994,-36.4,4.857,5191,no
47,1,2,3,1,1,1,1,429,1,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
32,1,1,4,1,2,1,1,146,3,0,1,2,-1.8,92.893,-46.2,1.291,5099.1,no
49,1,1,3,0,2,1,2,182,12,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
41,1,1,2,1,2,1,2,145,24,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
60,1,1,4,1,1,1,2,59,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
42,1,1,2,1,2,1,1,274,1,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
39,1,1,2,1,2,1,1,328,2,6,3,3,-1.8,93.876,-40,0.683,5008.7,yes
52,1,1,0,1,1,1,1,331,1,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
29,1,1,2,1,2,1,1,108,4,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
40,1,2,4,1,2,1,1,498,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
30,1,1,2,1,1,1,2,147,2,0,0,1,1.1,93.994,-36.4,4.864,5191,no
38,1,1,2,1,1,1,1,275,1,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
37,1,1,2,1,1,1,2,316,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
60,1,3,2,0,1,1,1,105,3,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
26,1,2,2,1,2,1,1,200,2,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
37,1,1,3,1,1,1,2,288,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
56,1,1,2,0,1,2,2,90,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
44,1,1,2,1,2,2,1,390,2,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
46,1,1,2,1,1,1,1,318,2,0,1,2,-1.8,92.893,-46.2,1.313,5099.1,no
59,1,1,3,1,1,1,2,85,1,0,0,1,-0.1,93.798,-40.4,4.968,5195.8,yes
