Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,RainToday,RainTomorrow
2/24/2016,Portland,17.2,18.4,5.8,5,0,W,30,Yes,Yes
2/25/2016,Portland,16.4,21.4,50,0.6,8.3,WNW,52,Yes,No
2/26/2016,Portland,15.3,20.2,0.8,4,2.9,W,44,No,Yes
2/27/2016,Portland,14.5,21.2,1.2,3.6,8.2,WSW,35,Yes,No
2/28/2016,Portland,14.8,19.6,0,5.2,3,WSW,30,No,No
2/29/2016,Portland,15.3,22.1,0,3,9.1,SE,37,No,No
3/1/2016,Portland,11.3,28.7,0.2,4.2,9.7,W,37,No,No
3/2/2016,Portland,13.1,22.4,0,5.8,10.8,SSW,30,No,No
3/3/2016,Portland,12.8,22.2,0,6,11.2,E,33,No,No
3/4/2016,Portland,15.1,23.5,0,3.6,11.3,SSE,35,No,No
3/5/2016,Portland,15.9,22,0,6.4,8.2,SE,33,No,No
3/6/2016,Portland,15.5,22.2,0,4.6,7.9,E,37,No,No
3/7/2016,Portland,16.7,21.6,0,4.8,3.2,SE,46,No,No
3/8/2016,Portland,16.8,31.3,0.2,4,7.8,W,63,No,No
3/9/2016,Portland,16.2,20.9,0,3.4,1.6,W,35,No,No
3/10/2016,Portland,15.8,18.9,0.6,3.2,0.4,ESE,33,No,No
3/11/2016,Portland,15.8,23.5,0.8,0.8,6.1,SW,20,No,No
3/12/2016,Portland,14.5,18.5,0.8,3.6,1.2,SSE,22,No,No
3/13/2016,Portland,15.2,19.4,0.6,2.4,6.5,ESE,28,No,Yes
3/14/2016,Portland,14.4,18.4,1.2,4.2,4.3,SE,52,Yes,No
3/15/2016,Portland,14.5,22.4,0,4,10.1,ESE,48,No,No
3/16/2016,Portland,13.9,28.9,0,5.2,10.7,E,28,No,No
3/17/2016,Portland,14.5,35,0,6.8,5.6,NNW,59,No,Yes
3/18/2016,Portland,12.7,17.3,19.4,7.6,5.9,W,67,Yes,Yes
3/19/2016,Portland,11.5,16.6,2.2,3,2.4,SW,31,Yes,No
3/20/2016,Portland,10.9,17.7,0.2,2.6,0.6,SSE,28,No,No
3/21/2016,Portland,6.7,20.3,0,1.2,10.3,SE,35,No,No
3/22/2016,Portland,9.3,24.6,0.2,5.2,10.4,NNW,30,No,No
3/23/2016,Portland,12.6,20.6,0,5,2.1,S,24,No,No
3/24/2016,Portland,14.4,16.8,0,1.2,0.1,SSE,24,No,No
3/25/2016,Portland,8.7,19.4,0,2.4,4.2,W,35,No,Yes
3/26/2016,Portland,13,18.9,2,2.2,2.1,SW,33,Yes,No
3/27/2016,Portland,13.3,18.4,0.2,1.4,0,S,50,No,No
3/28/2016,Portland,11.5,16.5,0,2.6,0,SE,26,No,Yes
3/29/2016,Portland,11.8,16.9,1.2,0.6,0.9,SSE,20,Yes,No
3/30/2016,Portland,11.6,19,0,3.2,2.3,W,31,No,No
3/31/2016,Portland,12.7,20.6,0,1.8,6.2,W,50,No,No
4/1/2016,Portland,11.8,24.2,0,3.8,NA,NW,59,No,Yes
4/2/2016,Portland,12.6,18.7,1.4,NA,NA,W,48,Yes,No
4/3/2016,Portland,6.7,17.5,0,NA,NA,S,24,No,No
4/4/2016,Portland,3.3,20.9,0,12.6,9.3,SW,24,No,No
4/5/2016,Portland,8,23,0,4,3.2,WNW,57,No,Yes
4/6/2016,Portland,11.9,16.6,7.4,1.4,6.4,W,44,Yes,No
4/7/2016,Portland,7.2,17.2,0.2,3,1.2,W,30,No,No
4/8/2016,Portland,10.5,18.7,0.2,1.4,6,W,39,No,No
4/9/2016,Portland,10.8,18.9,0.8,2,5.2,WNW,43,No,No
4/10/2016,Portland,13.6,19.2,0.4,3,6.5,W,52,No,Yes
4/11/2016,Portland,13.3,17.9,2.4,1.2,4.2,W,43,Yes,Yes
4/12/2016,Portland,11.7,17.5,3,2,3.3,S,26,Yes,Yes
4/13/2016,Portland,9.8,17.9,3.6,1,3,SE,24,Yes,No
4/14/2016,Portland,9.7,19.4,0.2,2.6,4.5,W,28,No,No
4/15/2016,Portland,5.9,21.4,0.2,1.2,NA,WNW,30,No,Yes
4/16/2016,Portland,12.7,16.6,4.2,NA,NA,S,33,Yes,No
4/17/2016,Portland,12.2,16.3,0.2,3.6,6.2,SE,35,No,No
4/18/2016,Portland,4.2,18.6,0,2,5,W,28,No,No
4/19/2016,Portland,7.5,22.3,0.2,2.4,8.1,WNW,22,No,No
4/20/2016,Portland,9.2,29.4,0,4,7.3,N,33,No,No
4/21/2016,Portland,15.4,17.2,0.6,4.5,0.4,NW,44,No,No
4/22/2016,Portland,12.3,16.2,0.8,1.2,2.7,SW,31,No,No
4/23/2016,Portland,10.8,17.7,0,2.6,3.5,S,24,No,No
4/24/2016,Portland,9,17.3,0.2,0.6,9.4,E,26,No,No
4/25/2016,Portland,4.7,25.8,0.4,4.6,9.6,NW,39,No,No
4/26/2016,Portland,8.9,27,0,5.4,9.3,N,39,No,No
4/27/2016,Portland,13.9,26.7,0,9,2.4,N,67,No,Yes
4/28/2016,Portland,13.9,19.1,2.8,4.2,NA,W,30,Yes,Yes
4/29/2016,Portland,14.3,19.4,6.4,2.4,NA,NNW,43,Yes,Yes
4/30/2016,Portland,11.8,21.9,6,NA,NA,NW,44,Yes,Yes
5/1/2016,Portland,9.7,15.3,11.2,NA,NA,NW,72,Yes,Yes
5/2/2016,Portland,8.9,17.3,1.4,NA,NA,NW,61,Yes,Yes
5/3/2016,Portland,12,14.8,8.2,NA,NA,W,74,Yes,Yes
5/4/2016,Portland,7.9,16.3,9.4,NA,NA,W,48,Yes,No
5/5/2016,Portland,10.1,21.1,0.2,NA,NA,NNW,59,No,No
5/6/2016,Portland,13.3,17.7,0,NA,NA,NW,37,No,No
5/7/2016,Portland,8.9,18.8,0,NA,NA,ENE,26,No,Yes
5/8/2016,Portland,13.5,17.3,7.4,NA,NA,NNW,31,Yes,Yes
5/9/2016,Portland,13.5,18,4.8,NA,NA,WSW,43,Yes,Yes
5/10/2016,Portland,12.8,15.5,19,NA,NA,WSW,80,Yes,Yes
5/11/2016,Portland,11.2,15.5,4,NA,NA,WNW,69,Yes,Yes
5/12/2016,Portland,12.3,16.9,7.2,NA,NA,W,67,Yes,Yes
5/13/2016,Portland,13.3,19.5,3.8,NA,NA,NW,46,Yes,No
5/14/2016,Portland,10.7,21.1,0,NA,NA,NNW,48,No,Yes
5/15/2016,Portland,14.3,17.2,1.2,NA,NA,W,54,Yes,No
5/16/2016,Portland,6,19.6,0.2,NA,NA,NNW,69,No,Yes
5/17/2016,Portland,9.8,14.6,13.6,NA,NA,W,70,Yes,No
5/18/2016,Portland,8.3,17,0.6,NA,NA,WNW,52,No,Yes
5/19/2016,Portland,11.7,17,2.6,NA,NA,W,70,Yes,Yes
5/20/2016,Portland,9,16.6,5.4,NA,NA,WSW,24,Yes,No
5/21/2016,Portland,7,18.9,0.2,NA,NA,N,37,No,No
5/22/2016,Portland,9.9,18.5,0,NA,NA,N,65,No,Yes
5/23/2016,Portland,9.2,15.2,15.6,NA,NA,W,78,Yes,No
5/24/2016,Portland,9,16.9,0.2,NA,NA,WSW,31,No,No
5/25/2016,Portland,9.5,13.1,0,NA,NA,N,44,No,Yes
5/26/2016,Portland,8.6,14,21.8,NA,NA,SW,30,Yes,No
5/27/2016,Portland,5.2,13,1,NA,NA,ESE,28,No,Yes
5/28/2016,Portland,6.7,12.9,5.4,NA,NA,SSW,33,Yes,No
5/29/2016,Portland,8.7,11.7,0,NA,NA,NNE,24,No,No
5/30/2016,Portland,0.4,13.7,0,NA,NA,NE,48,No,No
5/31/2016,Portland,4,14.6,0,NA,NA,NNE,28,No,No
6/1/2016,Portland,4,15.6,0,NA,NA,NE,22,No,No
6/2/2016,Portland,3.6,14.9,0.2,NA,NA,E,17,No,No
6/3/2016,Portland,5.7,14.5,0.2,NA,NA,E,30,No,No
6/4/2016,Portland,4.7,15.9,0.2,NA,NA,ENE,17,No,No
6/5/2016,Portland,7.4,15.2,0.2,NA,NA,NW,35,No,No
6/6/2016,Portland,8.1,12.9,0.8,NA,NA,SW,28,No,Yes
6/7/2016,Portland,8.9,13.1,16.4,NA,NA,WSW,54,Yes,Yes
6/8/2016,Portland,10.1,12.5,1.6,NA,NA,NNE,33,Yes,Yes
6/9/2016,Portland,10.2,14.5,8.4,NA,NA,WSW,50,Yes,Yes
6/10/2016,Portland,9.1,14.8,6,NA,NA,W,65,Yes,Yes
6/11/2016,Portland,9.2,12.8,12.4,NA,NA,WSW,72,Yes,No
6/12/2016,Portland,6.3,13,0.4,NA,NA,NNW,31,No,No
6/13/2016,Portland,4.5,12.2,0,NA,NA,NNW,43,No,No
6/14/2016,Portland,3.9,14.9,0,NA,NA,NNW,33,No,No
6/15/2016,Portland,3.7,16.1,0.2,NA,NA,WNW,28,No,No
6/16/2016,Portland,4.7,13.7,0.2,NA,NA,N,41,No,No
6/17/2016,Portland,9.4,13.4,0.4,NA,NA,S,33,No,Yes
6/18/2016,Portland,7.5,12.1,1.6,NA,NA,SE,30,Yes,No
6/19/2016,Portland,3.6,14.2,0,NA,NA,SE,24,No,No
6/20/2016,Portland,7,13.8,0.8,NA,NA,SSE,30,No,Yes
6/21/2016,Portland,7.2,14.8,7.8,NA,NA,W,69,Yes,Yes
6/22/2016,Portland,9.7,14.1,15.6,NA,NA,W,74,Yes,Yes
6/23/2016,Portland,9.7,10.7,10,NA,NA,SW,74,Yes,Yes
6/24/2016,Portland,4.3,9.2,24.6,NA,NA,SW,74,Yes,Yes
6/25/2016,Portland,5.7,13,2.4,NA,NA,WSW,26,Yes,No
6/26/2016,Portland,2.4,12.3,0.2,NA,NA,NW,43,No,Yes
6/27/2016,Portland,5.7,13.8,4.6,NA,NA,W,35,Yes,No
6/28/2016,Portland,6.6,15.4,0.2,NA,NA,WNW,43,No,Yes
6/29/2016,Portland,7.5,14.3,2.4,NA,NA,N,48,Yes,Yes
6/30/2016,Portland,8.5,11.7,2.2,NA,NA,W,85,Yes,Yes
7/1/2016,Portland,7.1,13.4,14.8,1.2,NA,SW,52,Yes,Yes
7/2/2016,Portland,10.5,15.1,9.6,1,NA,W,50,Yes,Yes
7/3/2016,Portland,9.8,14.9,3.6,1,NA,W,43,Yes,Yes
7/4/2016,Portland,9.7,11.4,5.6,0.6,NA,NNW,35,Yes,Yes
7/5/2016,Portland,4.7,13,4.8,0.4,NA,SSE,30,Yes,Yes
7/6/2016,Portland,8.8,13.1,5,1.2,NA,SSE,43,Yes,Yes
7/7/2016,Portland,9.8,15,2,0.8,NA,E,26,Yes,Yes
7/8/2016,Portland,6.6,13.9,3,0.4,NA,W,31,Yes,Yes
7/9/2016,Portland,5.3,13.4,4.2,1.6,NA,NW,20,Yes,No
7/10/2016,Portland,7.7,11.6,0.6,1.4,NA,N,59,No,Yes
7/11/2016,Portland,9.5,13.7,4,0.8,NA,NNW,81,Yes,Yes
7/12/2016,Portland,7.2,9.6,13.2,1.2,NA,WNW,87,Yes,Yes
7/13/2016,Portland,3.6,11.6,12.6,0.4,NA,WSW,80,Yes,Yes
7/14/2016,Portland,6.7,13.7,1.8,0.8,NA,W,65,Yes,Yes
7/15/2016,Portland,9,13.7,2,0.4,NA,W,37,Yes,No
7/16/2016,Portland,8.1,12.3,0.2,1,NA,NW,35,No,No
7/17/2016,Portland,3.1,12.9,0.2,2,NA,N,56,No,No
7/18/2016,Portland,7.8,14.2,0.2,1.4,NA,N,44,No,No
7/19/2016,Portland,10.3,13.9,0,0.6,NA,NW,33,No,Yes
7/20/2016,Portland,10.3,14.7,3.2,0.4,NA,SE,17,Yes,Yes
7/21/2016,Portland,6.1,17.3,6,1.2,NA,NNW,83,Yes,Yes
7/22/2016,Portland,9.9,14.6,3.2,2,NA,W,78,Yes,Yes
7/23/2016,Portland,6.4,10.3,15.6,3,NA,SW,83,Yes,Yes
7/24/2016,Portland,4.2,10.4,2.2,1.6,NA,NNW,56,Yes,Yes
7/25/2016,Portland,5.1,12.2,17,1.2,NA,W,102,Yes,Yes
7/26/2016,Portland,5.9,10.8,12,1.8,NA,WSW,65,Yes,Yes
7/27/2016,Portland,5.7,12.1,8.2,0.4,NA,W,56,Yes,No
7/28/2016,Portland,8.9,14.8,1,1.2,NA,W,54,No,Yes
7/29/2016,Portland,11.1,14.6,9.6,1.2,NA,W,57,Yes,Yes
7/30/2016,Portland,9.2,14.1,1.6,1.8,NA,N,56,Yes,Yes
7/31/2016,Portland,8.7,15,1.2,1.4,NA,W,41,Yes,No
8/1/2016,Portland,7.1,12.2,0,NA,NA,SSW,46,No,Yes
8/2/2016,Portland,8.2,13,5.4,NA,NA,S,39,Yes,No
8/3/2016,Portland,8.1,12.9,0.6,NA,NA,S,39,No,Yes
8/4/2016,Portland,7.4,14,1.6,NA,NA,ENE,26,Yes,No
8/5/2016,Portland,2.7,11.6,0.4,NA,NA,N,24,No,No
8/6/2016,Portland,6.4,14.1,0,NA,NA,E,17,No,No
8/7/2016,Portland,5.3,14.5,0,NA,NA,N,31,No,No
8/8/2016,Portland,7.6,17.6,0.4,NA,NA,NNE,46,No,No
8/9/2016,Portland,9.1,15.4,0,NA,NA,NW,78,No,Yes
8/10/2016,Portland,6.5,13.2,10,NA,NA,W,83,Yes,Yes
8/11/2016,Portland,6.5,13.1,11.8,NA,NA,W,57,Yes,No
8/12/2016,Portland,7.7,13.5,0,NA,NA,NNW,54,No,Yes
8/13/2016,Portland,6.9,14.2,5,NA,NA,W,76,Yes,Yes
8/14/2016,Portland,6.9,14.4,3.6,NA,NA,WNW,46,Yes,No
8/15/2016,Portland,7.7,17,0.4,NA,NA,NNW,41,No,No
8/16/2016,Portland,6.5,18,0,NA,NA,NNW,50,No,Yes
8/17/2016,Portland,9.3,15.3,1.6,NA,NA,WSW,59,Yes,No
8/18/2016,Portland,6,22.9,0,NA,NA,NNW,61,No,Yes
8/19/2016,Portland,9.1,12.9,8.6,NA,NA,WNW,65,Yes,Yes
8/20/2016,Portland,5.5,12.5,14.4,NA,NA,WSW,65,Yes,Yes
8/21/2016,Portland,8.4,10.9,12,NA,NA,W,35,Yes,Yes
8/22/2016,Portland,8,12.6,16.4,NA,NA,SE,28,Yes,No
8/23/2016,Portland,1.8,11.9,0,NA,NA,SE,22,No,No
8/24/2016,Portland,3.6,12,0,NA,NA,S,50,No,Yes
8/25/2016,Portland,7,12.5,4.2,NA,NA,SSE,35,Yes,No
8/26/2016,Portland,5.8,12.8,0,NA,NA,WNW,46,No,Yes
8/27/2016,Portland,7,14.5,1.6,NA,NA,NNW,48,Yes,No
8/28/2016,Portland,8.1,18.3,0,NA,NA,NW,37,No,No
8/29/2016,Portland,7.6,19.8,0,NA,NA,NNE,39,No,Yes
8/30/2016,Portland,10.8,14,4,NA,NA,NNE,39,Yes,Yes
8/31/2016,Portland,10.8,15.3,7.2,NA,NA,WNW,46,Yes,Yes
9/2/2016,Portland,6.4,14.1,NA,NA,NA,E,26,NA,No
9/3/2016,Portland,5.9,14.2,0.2,NA,NA,SW,50,No,Yes
9/4/2016,Portland,9.9,14.7,1.4,NA,NA,W,56,Yes,Yes
9/5/2016,Portland,10.7,14.5,4.6,NA,NA,WNW,39,Yes,No
9/6/2016,Portland,6.3,16.1,0.6,NA,NA,WSW,22,No,No
9/7/2016,Portland,7,19.9,0.2,NA,NA,NNE,41,No,No
9/8/2016,Portland,12.7,17.1,0,NA,NA,N,57,No,Yes
9/9/2016,Portland,11.2,14,46,NA,NA,SW,50,Yes,Yes
9/10/2016,Portland,6.8,13.7,10,NA,NA,W,39,Yes,Yes
9/11/2016,Portland,8.5,14.2,1.2,NA,NA,W,44,Yes,Yes
9/12/2016,Portland,5.7,12.7,5.4,NA,NA,SSE,28,Yes,Yes
9/13/2016,Portland,7.8,13.1,7.6,NA,NA,E,59,Yes,Yes
9/14/2016,Portland,9.4,11.6,18.4,NA,NA,E,39,Yes,Yes
9/15/2016,Portland,7.8,12.7,8.4,NA,NA,SSW,39,Yes,No
9/16/2016,Portland,7.6,14.6,1,NA,NA,WNW,41,No,Yes
9/17/2016,Portland,5.8,18.6,1.8,NA,NA,N,46,Yes,Yes
9/18/2016,Portland,8.2,11.7,4,NA,NA,WSW,41,Yes,Yes
9/19/2016,Portland,6.1,14.3,1.4,NA,NA,NW,33,Yes,No
9/20/2016,Portland,7,18.3,0.2,NA,NA,N,35,No,Yes
9/21/2016,Portland,9.5,11.7,11.2,NA,NA,S,48,Yes,Yes
9/22/2016,Portland,8.5,12.4,1.4,NA,NA,SW,24,Yes,No
9/23/2016,Portland,3.1,15.3,0,NA,NA,ENE,28,No,No
9/24/2016,Portland,6.2,15.7,0,NA,NA,WSW,50,No,Yes
9/25/2016,Portland,7.2,13.3,12,NA,NA,W,46,Yes,No
9/26/2016,Portland,5.4,16.1,0,NA,NA,NW,56,No,Yes
9/27/2016,Portland,5.8,14.8,7.2,NA,NA,W,50,Yes,No
9/28/2016,Portland,7.9,17.8,0.2,NA,NA,NE,61,No,Yes
9/29/2016,Portland,7.6,13.7,6,NA,NA,NW,59,Yes,Yes
9/30/2016,Portland,6.7,14.7,2.8,NA,NA,W,48,Yes,Yes
10/1/2016,Portland,10.4,14.6,7,NA,NA,W,57,Yes,No
10/2/2016,Portland,8.6,20,0,NA,NA,N,50,No,Yes
10/3/2016,Portland,7.5,13.5,7.8,NA,NA,W,78,Yes,Yes
10/4/2016,Portland,9.2,13.4,9.6,NA,NA,W,80,Yes,Yes
10/5/2016,Portland,8.9,15.4,3.2,NA,NA,WNW,76,Yes,No
10/6/2016,Portland,9.2,25.7,0,NA,NA,WNW,57,No,No
10/7/2016,Portland,13.1,16.4,0,NA,NA,WNW,56,No,No
10/8/2016,Portland,5.5,16,0,NA,NA,NNE,31,No,No
10/9/2016,Portland,11.5,20.7,0.6,NA,NA,WNW,78,No,Yes
10/10/2016,Portland,8.6,13.3,10.6,NA,NA,W,78,Yes,Yes
10/11/2016,Portland,6.9,13.3,4.6,NA,NA,SW,57,Yes,Yes
10/12/2016,Portland,9.5,14,7.2,NA,NA,W,39,Yes,No
10/13/2016,Portland,3.4,14.3,1,NA,NA,E,26,No,No
10/14/2016,Portland,3.7,21.4,0,NA,NA,NW,37,No,No
10/15/2016,Portland,8.8,22.2,0.2,NA,NA,N,50,No,No
10/16/2016,Portland,14.6,14.8,1,NA,NA,WNW,54,No,Yes
10/17/2016,Portland,7.3,13.5,15,NA,NA,WNW,69,Yes,Yes
10/18/2016,Portland,6.8,12.9,23.8,NA,NA,W,61,Yes,Yes
10/19/2016,Portland,5.4,14.1,2.2,NA,NA,WSW,46,Yes,No
10/20/2016,Portland,5,22.8,0.4,NA,NA,N,83,No,Yes
10/21/2016,Portland,9.6,13.6,6.6,NA,NA,NNW,81,Yes,Yes
10/22/2016,Portland,7.1,13.3,1.6,NA,NA,SSW,43,Yes,No
10/23/2016,Portland,7.2,13.3,0.8,NA,NA,S,31,No,No
10/24/2016,Portland,4.5,16.2,0,NA,NA,NNW,26,No,No
10/25/2016,Portland,7.5,22.7,0,NA,NA,W,72,No,Yes
10/26/2016,Portland,10.1,14.8,3.6,NA,NA,WNW,43,Yes,Yes
10/27/2016,Portland,8.9,15.2,1.6,NA,NA,S,37,Yes,No
10/28/2016,Portland,3.5,15.9,0,NA,NA,S,26,No,No
10/29/2016,Portland,6,22.6,0,NA,NA,NNE,31,No,No
10/30/2016,Portland,11.6,16.5,0,NA,NA,WNW,89,No,Yes
10/31/2016,Portland,6.4,14.4,6.4,NA,NA,WSW,74,Yes,Yes
11/1/2016,Portland,8.3,14.8,7.6,NA,NA,W,56,Yes,Yes
11/2/2016,Portland,9.6,14.7,1.2,NA,NA,W,52,Yes,No
11/3/2016,Portland,10.9,16.1,0.2,NA,NA,W,43,No,No
11/4/2016,Portland,5.5,20.9,0,NA,NA,WNW,80,No,No
11/5/2016,Portland,8.3,14.6,0.8,NA,NA,WSW,70,No,No
11/6/2016,Portland,10.3,17.3,0,NA,NA,WNW,61,No,No
11/7/2016,Portland,10.8,14.6,0,NA,NA,WNW,46,No,Yes
11/8/2016,Portland,5.7,15.3,5,NA,NA,WSW,39,Yes,No
11/9/2016,Portland,5.1,15.9,0,NA,NA,S,24,No,No
11/10/2016,Portland,8.1,14.9,0,NA,NA,SE,30,No,No
11/11/2016,Portland,8,17.4,0,NA,NA,E,44,No,Yes
11/12/2016,Portland,11.8,18.4,1.4,NA,NA,NW,76,Yes,Yes
11/13/2016,Portland,10.7,13.6,39,NA,NA,NW,94,Yes,Yes
11/14/2016,Portland,10.7,15.5,7.2,NA,NA,SSW,43,Yes,No
11/15/2016,Portland,11,15.4,0.6,NA,NA,WSW,41,No,No
11/16/2016,Portland,10.8,19.9,0.6,NA,NA,E,30,No,No
11/17/2016,Portland,10.9,30,0.2,NA,NA,NW,56,No,No
11/18/2016,Portland,12.1,16.6,0.6,NA,NA,WSW,30,No,No
11/19/2016,Portland,8.3,17.9,0.2,NA,NA,S,28,No,No
11/20/2016,Portland,11.6,25.5,0,NA,NA,E,22,No,No
11/21/2016,Portland,16.4,29.4,0,NA,NA,W,61,No,Yes
11/22/2016,Portland,10.2,16.3,1.4,NA,NA,WSW,33,Yes,Yes
11/23/2016,Portland,8.9,15,1.4,NA,NA,SW,43,Yes,No
11/24/2016,Portland,7,15.5,0,NA,NA,WSW,43,No,No
11/25/2016,Portland,10.4,15.5,0,NA,NA,SW,39,No,No
11/26/2016,Portland,11.5,15,0,NA,NA,WSW,43,No,No
11/27/2016,Portland,11,15.6,0,NA,NA,SSE,30,No,No
11/28/2016,Portland,4,17.1,0,NA,NA,SSW,26,No,No
11/29/2016,Portland,8.3,18,0,NA,NA,SSE,31,No,No
11/30/2016,Portland,12.5,17.2,0,NA,NA,SSE,31,No,No
12/1/2016,Portland,10.1,18.4,0,NA,NA,W,35,No,No
12/2/2016,Portland,9.5,16.6,0.6,NA,NA,SW,35,No,No
12/3/2016,Portland,3.6,19.5,0,NA,NA,SSE,33,No,No
12/4/2016,Portland,9.2,28.9,0,NA,NA,NNW,65,No,No
12/5/2016,Portland,12.9,17.3,0.6,NA,NA,W,50,No,No
12/6/2016,Portland,5.4,17.2,0,NA,NA,WNW,41,No,No
12/7/2016,Portland,6.8,22,0,NA,NA,E,28,No,Yes
12/9/2016,Portland,9.4,14.6,NA,NA,NA,SSW,43,NA,No
12/10/2016,Portland,7.6,16.2,1,NA,NA,WSW,33,No,No
12/11/2016,Portland,7.6,18.1,0.8,NA,NA,SE,28,No,No
12/12/2016,Portland,7.4,30.3,0,NA,NA,W,48,No,No
12/13/2016,Portland,14.7,28.2,0,NA,NA,WNW,56,No,No
12/14/2016,Portland,12.5,16.3,0,NA,NA,WSW,46,No,No
12/15/2016,Portland,7.8,16.8,0,NA,NA,SE,35,No,No
12/16/2016,Portland,8.1,20.3,0,NA,NA,ENE,33,No,Yes
12/17/2016,Portland,9.4,15.9,1.2,NA,NA,WSW,59,Yes,No
12/18/2016,Portland,5.8,17.5,0.2,NA,NA,SE,33,No,No
12/19/2016,Portland,5.6,26.4,0,NA,NA,WNW,65,No,Yes
12/20/2016,Portland,10.8,17.9,2.6,NA,NA,W,50,Yes,No
12/21/2016,Portland,12.1,17.8,0.2,NA,NA,WSW,39,No,No
12/22/2016,Portland,12.7,19.4,0.2,NA,NA,SE,35,No,No
12/23/2016,Portland,11.1,26.2,0,NA,NA,E,30,No,No
12/24/2016,Portland,14.6,20.2,0,NA,NA,S,28,No,No
12/25/2016,Portland,14.7,27.9,0,NA,NA,ESE,30,No,No
12/26/2016,Portland,12.7,21.2,0.2,NA,NA,ESE,35,No,No
12/27/2016,Portland,14.9,20.6,0.2,NA,NA,E,35,No,Yes
12/28/2016,Portland,16.8,27.3,27.2,NA,NA,WNW,72,Yes,Yes
12/29/2016,Portland,15.7,26.9,9,NA,NA,W,44,Yes,No
12/30/2016,Portland,15.6,20.2,0,NA,NA,W,59,No,No
12/31/2016,Portland,14.2,19.1,0.2,NA,NA,WNW,43,No,Yes
1/1/2017,Portland,13.3,18.3,1.8,NA,NA,WSW,37,Yes,No
1/2/2017,Portland,12.6,17.9,0.6,NA,NA,SSW,31,No,No
1/3/2017,Portland,13.1,18.1,0.2,NA,NA,SE,41,No,No
1/4/2017,Portland,14.4,21.7,0,NA,NA,SE,33,No,No
1/5/2017,Portland,15.8,20.8,0,NA,NA,E,39,No,No
1/6/2017,Portland,16.2,30.8,0,NA,NA,E,33,No,No
1/7/2017,Portland,19.2,36.2,0,NA,NA,N,56,No,No
1/8/2017,Portland,16.4,20.8,0,NA,NA,W,41,No,No
1/9/2017,Portland,12.4,21.1,0,NA,NA,WSW,37,No,No
1/10/2017,Portland,10.9,20.4,0,NA,NA,W,44,No,No
1/11/2017,Portland,14.8,20.2,0.6,NA,NA,WSW,41,No,No
1/12/2017,Portland,8.7,26.1,0,NA,NA,ESE,28,No,Yes
1/13/2017,Portland,15.8,20.4,3.6,NA,NA,WNW,69,Yes,Yes
1/14/2017,Portland,13.6,18.7,11.2,NA,NA,WSW,69,Yes,No
1/15/2017,Portland,13.4,19.3,0.2,NA,NA,WSW,30,No,No
1/16/2017,Portland,6.5,27.4,0,NA,NA,WNW,33,No,No
1/17/2017,Portland,15,26,0.2,NA,NA,SW,35,No,No
1/18/2017,Portland,12.9,19.1,0.6,NA,NA,SW,41,No,No
1/19/2017,Portland,10.9,20.7,0,NA,NA,E,41,No,Yes
1/20/2017,Portland,13.2,17.5,18.4,NA,NA,SSW,50,Yes,No
1/21/2017,Portland,7.9,20.3,0,NA,NA,W,26,No,No
1/22/2017,Portland,10.5,27.1,0,NA,NA,SE,28,No,No
1/23/2017,Portland,16.5,29.6,0.2,NA,NA,WNW,57,No,Yes
1/24/2017,Portland,14.6,19,2.4,NA,NA,SW,59,Yes,No
1/25/2017,Portland,6,19.7,0,NA,NA,SW,33,No,No
1/26/2017,Portland,12.8,19,0,NA,NA,W,30,No,No
1/27/2017,Portland,14.6,20.9,0,NA,NA,SE,24,No,No
1/28/2017,Portland,8.7,21.5,0,NA,NA,W,30,No,No
1/29/2017,Portland,9.9,25.4,0,NA,NA,ESE,26,No,No
1/30/2017,Portland,15.4,20.5,0.4,NA,NA,NW,46,No,Yes
1/31/2017,Portland,13.5,20.2,9.2,NA,NA,W,41,Yes,No
2/1/2017,Portland,6.6,20.1,0,NA,NA,W,43,No,No
2/2/2017,Portland,13.9,20.6,0.2,NA,NA,WNW,44,No,No
2/3/2017,Portland,14.3,21.6,0,NA,NA,W,37,No,No
2/4/2017,Portland,9.4,22.5,0,NA,NA,S,26,No,No
2/5/2017,Portland,11.5,20.7,0.2,NA,NA,WNW,30,No,Yes
2/6/2017,Portland,14,18.5,20.6,NA,NA,SE,37,Yes,No
2/7/2017,Portland,13.1,22.2,0,NA,NA,SE,46,No,No
2/8/2017,Portland,14.1,36.9,0,NA,NA,NNW,43,No,No
2/9/2017,Portland,17.4,22.2,0,NA,NA,WSW,52,No,No
2/10/2017,Portland,16.6,22.8,0,NA,NA,S,28,No,No
2/11/2017,Portland,13.1,20.8,0,NA,NA,WSW,37,No,No
2/12/2017,Portland,12.9,18.1,0.2,NA,NA,WSW,61,No,Yes
2/13/2017,Portland,13,18.8,1.2,NA,NA,WSW,44,Yes,Yes
2/14/2017,Portland,12.5,20.5,1.4,NA,NA,SE,24,Yes,No
2/15/2017,Portland,10.1,28.7,0,NA,NA,W,61,No,Yes
2/16/2017,Portland,5.5,19.2,1.6,NA,NA,WSW,31,Yes,No
2/17/2017,Portland,11,19.1,0,NA,NA,W,57,No,Yes
2/18/2017,Portland,10.2,17.2,4.6,NA,NA,WSW,48,Yes,Yes
2/19/2017,Portland,10.7,16.9,6.6,NA,NA,SW,56,Yes,Yes
